id;type;full_date;year;month;title;fek;page;tomos;tomos_url
179;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. Δ1α/ΓΠ.οικ.25136;14/14.4.2020;2020;4;Επιβολή του μέτρου της προσωρινής απαγόρευσης λειτουργίας επιμέρους λαϊκών αγορών της περ. 9 του άρθρου 2 του ν. 4497/2017 (Α΄ 171), για το χρονικό διάστημα από 14.4.2020 έως και 23.4.2020, για προληπτικούς λόγους δημόσιας υγείας προς περιορισμό της διασποράς του κορωνοϊού COVID -19;(Β΄ 1392);462;II;https://tinyurl.com/pandektis02
180;ΑΠΟΦΑΣH ΟΛΟΜΕΛΕΙΑΣ ΤΗΣ ΕΘΝΙΚΗΣ ΕΠΙΤΡΟΠΗΣ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ ΚΑΙ ΤΑΧΥΔΡΟΜΕΙΩΝ (ΕΕΤΤ) Αριθμ. 930/16;30.3./15.4.2020;2020;4;Τροποποίηση της απόφασης της ΕΕΤΤ ΑΠ 928/ 46/18 -03 -2020 “Επείγοντα μέτρα για την αντιμετώπιση της ανάγκης περιορισμού της διασποράς του κορωνοϊού”;(Β΄ 1413);464;II;https://tinyurl.com/pandektis02
181;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ ΚΑΙ Ο ΥΦΥΠΟΥΡΓΟΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ Αριθμ. 350;14/15.4.2020;2020;4;Διαδικασία πληρωμών της υπ΄ αριθμ. πρωτοκόλλου 286/02.04.2020 πρόσκλησης 2/2020, ΑΔΑ: ΨΣ2246ΜΤΛΚ -ΞΙΩ;(Β΄ 1418);15;III;https://tinyurl.com/pandektis03
182;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΥΓΕΙΑΣ - ΥΠΟΔΟΜΩΝ ΚΑΙ ΜΕΤΑΦΟΡΩΝ - ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ Αριθμ. Δ1α/ΓΠ.οικ. 25305;14/15.4.2020;2020;4;Επιβολή του μέτρου του προσωρινού περιορισμού συνδέσεων με το εξωτερικό και κατάπλου πλοίων αναψυχής προς περιορισμό της διάδοσης του κορωνοϊού COVID -19, έως και τις 15.5.2020 και ώρα 15.00;(Β΄ 1421);22;III;https://tinyurl.com/pandektis03
183;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΟΥ ΜΕΤΑΝΑΣΤΕΥΣΗΣ ΚΑΙ ΑΣΥΛΟΥ Αριθμ. οικ. 7330/2020;7/15.4.2020;2020;4;Παράταση ισχύος Αδειών Διαμονής, Δελτίων Αιτούντων Διεθνούς Προστασίας και λοιπών προθεσμιών που συνδέονται με τη διοικητική διαδικασία καταγραφής και εξέτασης αιτημάτων διεθνούς προστασίας α΄ και β΄ βαθμού;(Β΄ 1426);24;III;https://tinyurl.com/pandektis03
184;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ Αριθμ. 2252.1.1/23305/2020;14/15.4.2020;2020;4;Χρηματοδότηση συμβάσεων ανάθεσης δημόσιας υπηρεσίας του άρθρου εξηκοστού δεύτερου της Πράξης Νομοθετικού Περιεχομένου της 30/03/2020 (Α΄ 75);(Β΄ 1426);26;III;https://tinyurl.com/pandektis03
185;ΑΠΟΦΑΣΗ ΠΡΟΕΔΡΟΥ ΤΗΣ ΒΟΥΛΗΣ ΤΩΝ ΕΛΛΗΝΩΝ Αριθμ. Πρωτ. 5208 Διεκπ. 3672 της 15/15.4.2020 «Αναστολή, παράταση προθεσμιών και άλλες διατάξεις που αφορούν σε δημόσιες συμβάσεις έργων αρμοδιότητας;15/15.4.2020;2020;4;Αναστολή, παράταση προθεσμιών και άλλες διατάξεις που αφορούν σε δημόσιες συμβάσεις έργων αρμοδιότητας της Βουλής των Ελλήνων για το χρονικό διάστημα από 15.4.2020 έως και 31.5.2020, προς περιορισμό της περαιτέρω μετάδοσης του κορωνοϊού COVID -19;(Β΄ 1429);27;III;https://tinyurl.com/pandektis03
186;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. Δ1α/ΓΠ.οικ.25426;15/15.4.2020;2020;4;Επιβολή του μέτρου της προσωρινής απαγόρευσης λειτουργίας λαϊκής αγοράς της περ. 9 του άρθρου 2 του ν. 4497/2017 (Α΄ 171), για το χρονικό διάστημα από 15.4.2020 έως και 24.4.2020, για προληπτικούς λόγους δημόσιας υγείας προς περιορισμό της διασποράς του κορωνοϊού COVID -19;(Β΄ 1431);29;III;https://tinyurl.com/pandektis03
187;ΑΠΟΦΑΣΗ ΔΙΟΙΚΗΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ ΤΟΥ ΕΘΝΙΚΟΥ ΟΡΓΑΝΙΣΜΟΥ ΔΗΜΟΣΙΑΣ ΥΓΕΙΑΣ (ΕΟΔΥ) Αριθμ. απόφ. 2;16.3/16.4.2020;2020;4;Συμπλήρωση απόφασης καθιέρωσης υπερωριακής εργασίας και εργασίας κατά τις Κυριακές και εξαιρέσιμες ημέρες πέραν της υποχρεωτικής, υπαλλήλων του Εθνικού Οργανισμού Δημόσιας Διοίκησης αορίστου χρόνου και ορισμένου χρόνου για το έτος 2020 κατ΄ εφαρμογή του άρθρου 20 του ν. 4675/2020;(Β΄ 1435);31;III;https://tinyurl.com/pandektis03
188;ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΑΛΜΥΡΟΥ Αριθμ. 36/2020;16.3/16.4.2020;2020;4;Ωράρι ο λειτουργίας του Δήμου Αλμυρού στα πλαίσια λήψης μέτρων προλήψης κατά της διασποράς του κορωνοϊου COVID -19;(Β΄ 1435);32;III;https://tinyurl.com/pandektis03
189;ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΑΡΓΟΣΤΟΛΙΟΥ Αριθμ. 99;13.3/16.4.2020;2020;4;Τροποποίηση των ωρών εισόδου κοινού στις Υπηρεσίες του Δήμου Αργοστολίου;(Β΄ 1435);33;III;https://tinyurl.com/pandektis03
190;ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΛΥΚΟΒΡΥΣΗΣ - ΠΕΥΚΗΣ Αριθμ. 9241;13.3/16.4.2020;2020;4;Ωράριο λειτουργίας υπηρεσιών του Δήμου Λυκόβρυσης - Πεύκης - Εφαρμογή πράξης Νομοθετικού περιεχομένου (ΦΕΚ 55Α΄/11.03.2020);(Β΄ 1435);33;III;https://tinyurl.com/pandektis03
191;ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ Αριθμ. 507;13.3/16.4.2020;2020;4;Καθορισμός ωρών προσέλευσης κοινού στις Υπηρεσίες του Δήμου ΙΠ Μεσολογγίου;(Β΄ 1435);33;III;https://tinyurl.com/pandektis03
192;ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΠΑΤΡΕΩΝ Αριθμ. 12277;13.3/16.4.2020;2020;4;Περιορισμός των ωρών εισόδου κοινού στις υπηρεσίες του Δήμου Πατρέων;(Β΄ 1435);33;III;https://tinyurl.com/pandektis03
193;ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΧΑΝΙΩΝ Αριθμ. 125;13.3/16.4.2020;2020;4;Καθορισμός ωρών προσέλευσης κοινού στις υπηρεσίες του Δήμου Χανίων λόγω της ανάγκης περιορισμού της διάδοσης του κορωνοϊού COVID -19;(Β΄ 1435);33;III;https://tinyurl.com/pandektis03
194;ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΑΡΓΟΣΤΟΛΙΟΥ Αριθμ. 98;13.3./16.4.2020;2020;4;Καθορισμός ωρών εισόδου του κοινού στις υπηρεσίες των ΚΕΠ του Δήμου Αργοστολίου;(Β΄ 1435);33;III;https://tinyurl.com/pandektis03
195;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ Αριθμ. 39162 ΕΞ 2020;15/16.4.2020;2020;4;Αποζημίωση ειδικού σκοπού για την ενίσχυση επιχειρήσεων, λόγω της εμφάνισης και διάδοσης του κορωνοϊού COVID -19;(Β΄ 1457);34;III;https://tinyurl.com/pandektis03
196;ΑΠΟΦΑΣ H ΥΠΟΥΡΓΟ Y ΑΝΑΠΤΥΞΗΣ KAI ΕΠΕΝΔΥΣΕΩΝ Αριθμ. 38886;14/16.4.2020;2020;4;Διαμόρφωση εθνικού πλαισίου ωραρίου των υπεραγορών τροφίμων (super market) τη Μεγάλη Παρασκευή 17.4.2020;(Β΄ 1458);63;III;https://tinyurl.com/pandektis03
197;ΑΠΟΦΑΣH ΥΠΟΥΡΓΟΥ ΕΞΩΤΕΡΙΚΩΝ Αριθμ. 18732;8/16.4.2020;2020;4;Κατάρτιση καταλόγου Αρχών Εξωτερικής Υπηρεσίας του Υπουργείου Εξωτερικών, σύμφωνα με το άρ. 49 παρ. 1 εδ. β΄ της ΠΝΠ της 30.03.2020;(Β΄ 1462);63;III;https://tinyurl.com/pandektis03
198;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΟΥ ΥΓΕΙΑΣ Αριθμ. ΕΑΛΕ/Γ.Π. 23136;15/16.4.2020;2020;4;Διαδικασία ένταξης άπορων και ανασφάλιστων ασθενών με χρόνια νεφρική ανεπάρκεια τελικού σταδίου που δεν έχουν ενταχθεί σε μόνιμη τακτική θέση σε Μονάδα Τεχνητού Νεφρού (Μ.Τ.Ν.) δημόσιου νοσοκομείου, σε συμβεβλημένες μονάδες αιμοκάθαρσης του ιδιωτικού τομέα, Μ.Τ.Ν. ιδιωτικών κλινικών και Μονάδες Χρόνιας Αιμοκάθαρσης (Μ.Χ.Α.) και διαδικασία αποζημίωσης των Μονάδων;(Β΄ 1467);65;III;https://tinyurl.com/pandektis03
199;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. οικ. 15687/282;16/16.4.2020;2020;4;Χορήγηση εφάπαξ οικονομικής ενίσχυσης ύψους τετρακοσίων (400) ευρώ σε μη επιδοτούμενους μακροχρόνια ανέργους;(Β΄ 1468);66;III;https://tinyurl.com/pandektis03
200;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΟΥ ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ Αριθμ. 2252.1 -1/23751/2020;16/16.4.2020;2020;4;Συμβάσεις ανάθεσης δημόσιας υπηρεσίας του άρθρου εξηκοστού δευτέρου της Πράξης Νομοθετικού Περιεχομένου ΠΝΠ 30.3.202 0 (Α΄ 75) για τη διασφάλιση της ελάχιστης θαλάσσιας συγκοινωνιακής εξυπηρέτησης νησιωτικών περιοχών (Β΄ 1470) 68;(Β΄ 1470);68;III;https://tinyurl.com/pandektis03
201;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. Δ1α/ΓΠ.οικ. 25762;16/16.4.2020;2020;4;Επιβολή του μέτρου της προσωρινής απαγόρευσης λειτουργίας λαϊκής αγοράς της περ. 9 του άρθρου 2 του ν. 4497/2017 (Α΄ 171), για το χρονικό διάστημα από 16.4.2020 έως και 25.4.2020, για προληπτικούς λόγους δημόσιας υγείας προς περιορισμό της διασποράς του κορωνοϊού COVID -19;(Β΄ 1471);74;III;https://tinyurl.com/pandektis03
202;ΑΠΟΦΑΣΗ ΔΙΟΙΚΗΤΗ ΤΗΣ ΑΝΕΞΑΡΤΗΤΗΣ ΑΡΧΗΣ ΔΗΜΟΣΙΩΝ ΕΣΟΔΩΝ Αριθμ. Α.1092;16/17.4.2020;2020;4;Παράταση της προθεσμίας υποβολής της «Κατάστασης Συμφωνητικών παραγράφου 16 άρθρου 8 ν. 1882/1990;(Β΄ 1474);75;III;https://tinyurl.com/pandektis03
203;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΟΥ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ Αριθμ. 39733;17/17.4.2020;2020;4;Διαμόρφωση εθνικού πλαισίου ωραρίου των υπεραγορών τροφίμων (super market) τη Μεγάλη Παρασκευή 17.4.2020;(Β΄ 1478);76;III;https://tinyurl.com/pandektis03
204;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΥΓΕΙΑΣ - ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ Αριθμ. Δ1α/ΓΠ.οικ. 25780;17/17.4.2020;2020;4;Επιβολή του μέτρου του προσωρινού περιορισμού του κατάπλου ιδιωτικών πλοίων (σκαφών) αναψυχής προς περιορισμό της διάδοσης του κορωνοϊού COVID -19 έως και τις 27.4.2020 και ώρα 23.00;(Β΄ 1479);78;III;https://tinyurl.com/pandektis03
205;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΥΓΕΙΑΣ Αριθμ. 39683;16/17.4.2020;2020;4;Δήλωση αποθεμάτων υγειονομικού υλικού και τροφίμων;(Β΄ 1481);;III;https://tinyurl.com/pandektis03
206;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΟΥ ΜΕΤΑΝΑΣΤΕΥΣΗΣ ΚΑΙ ΑΣΥΛΟΥ Αριθμ.13850/2020;13/21.4.2020;2020;4;Ανακαθορισμός αρμόδιας αρχής έκδοσης αδειών διαμονής, που χορηγούνται σύμφωνα με τις διατάξεις του άρθρου 20 Β του ν. 4251/2014, όπως ισχύει;(Β΄ 1506);86;III;https://tinyurl.com/pandektis03
207;ΑΠΟΦΑΣΗ ΔΙΟΙΚΗΤΗ ΤΗΣ ΑΝΕΞΑΡΤΗΤΗΣ ΑΡΧΗΣ ΔΗΜΟΣΙΩΝ ΕΣΟΔΩΝ Αριθμ. Α.1088;13/22.4.2020;2020;4;Παράταση αναστολής λειτουργίας της Φορολογικής και Τελωνειακής Ακαδημίας της ΑΑΔΕ έως και τις 10.5.2020;(Β΄ 1526);88;III;https://tinyurl.com/pandektis03
208;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΟΥ ΕΠΙΚΡΑΤΕΙΑΣ Αριθμ. 9208 ΕΞ 2020;13/22.4.2020;2020;4;Τροποποίηση της ΔΗΔ/Φ.40/1057/14.1.2015 υπουργικής απόφασης (ΦΕΚ 116 Β΄) με θέμα “Ρύθμιση λεπτομερειακών και τεχνικών θεμάτων για την περαιτέρω ενίσχυση της διαφάνειας μέσω της ανάρτησης στο ‘Πρόγραμμα Διαύγεια΄ των δαπανών των επιχορηγούμενων φορέων (άρθρο 10 Β ν. 3861/2010, όπως προστέθηκε με το άρθρο 16 ν. 4305/2014)”;(Β΄ 1528);89;III;https://tinyurl.com/pandektis03
209;ΑΠΟΦΑΣΗ ΥΦΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΥΓΕΙΑΣ Αριθμ. Γ4α/Γ.Π.οικ. 25588;22.4.2020;2020;4;Ορισμός του ποσοστού των πρόσθετων εφημεριών της παρ. 6 του άρθρου 34 του ν. 4351/2015 (ΦΕΚ 164 Α΄);(Β΄ 1530);91;III;https://tinyurl.com/pandektis03
210;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. Γ4α/οικ.25562;22.4.2020;2020;4;Τοποθέτηση επικουρικών ιατρών στο Εθνικό Κέντρο Αιμοδοσίας (Ε.ΚΕ.Α.) για την αντιμετώπιση εκτάκτων αναγκών από την εμφάνιση και διάδοση του κορωνοϊού (COVID -19);(Β΄ 1530);92;III;https://tinyurl.com/pandektis03
211;ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΘΕΣΣΑΛΟΝΙΚΗΣ Αριθμ. απόφ. 3761;13/22.4.2020;2020;4;Τροποποίηση της 17955/20.12.2019 (Β΄ 4975) απόφασης Δημάρχου περί καθιέρωσης υπερωριακής, νυκτερινής και Κυριακών και εξαιρέσιμων ημερών εργασίας του Δήμου Θεσσαλονίκης για το Α΄ εξάμηνο του 2020, Προσαύξηση τριάντα τοις εκατό των ορίων της υπερωριακής εργασίας των ένστολων της Διεύθυνσης Δημοτικής Αστυνομίας σύμφωνα με την Πράξη Νομοθετικού Περιεχομένου «Μέτρα αντιμετώπισης της πανδημίας του κορωνοϊού COVID-19 και άλλες κατεπείγουσες διατάξεις;(Β΄ 1541);95;III;https://tinyurl.com/pandektis03
212;ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΑΘΗΝΑΙΩΝ Αριθμ. 072998;2/22.4.2020;2020;4;Προσαύξηση για το χρονικό διάστημα 23 -3-2020 έως 30 -6-2020, του προβλεπόμενου από το άρθρο 20 του ν. 4354/2015 αριθμού ωρών της απογευματινής υπερωρίας κ.λπ. απασχόλησης κατά τριάντα τοις εκατό (30%) του ένστολου προσωπικού της Δημοτικής Αστυνομίας;(Β΄ 1543);95;III;https://tinyurl.com/pandektis03
213;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΜΕΤΑΝΑΣΤΕΥΣΗΣ ΚΑΙ ΑΣΥΛΟΥ Αριθμ. οικ.14020 /2020;22/22.4.2020;2020;4;Υποβολή συμπληρωματικών δικαιολογητικών για χορήγη ση ή ανανέωση άδειας διαμονής και επίδοση αδειών διαμονής σύμφωνα με τις διατάξεις του ν. 4251/2014, όπως ισχύει;(Β΄ 1546);96;III;https://tinyurl.com/pandektis03
214;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΟΥ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ Αριθμ. 40587;22/22.4.2020;2020;4;Τροποποίηση του εθνικού πλαισίου ωραρίου λειτουργίας των υπεραγορών τροφίμων (super market) από 25.4.2020 έως και 9.5.2020;(Β΄ 1546);98;III;https://tinyurl.com/pandektis03
215;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ Αριθμ. οικ.16073/287;22/22.4.2020;2020;4;Μέτρα στήριξης εργαζομένων ειδικών κατηγοριών, οι οποίοι πλήττονται σημαντικά λόγω των αρνητικών συνεπειών της εμφάνισης κορωνοϊού COVID -19;(Β΄ 1547 Διορθ. Σφλμ. Στο ΦΕΚ Β΄ 1841 της  13.5.2020);100;III;https://tinyurl.com/pandektis03
216;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΥΓΕΙΑΣ -ΜΕΤΑΝΑΣΤΕΥΣΗΣ ΚΑΙ ΑΣΥΛΟΥ Αριθμ. Δ1Α/ΓΠ.οικ. 26340;22/22.4.2020;2020;4;Λήψη μέτρων κατά της εμφάνισης και διασποράς κρουσμάτων του κορωνοϊού COVID -19 στη Δομή Φιλοξενίας Μεταναστών Κρανιδίου για το χρονικό διάστημα από 22.4.2020 έως και 5.5.2020;(Β΄ 1548);107;III;https://tinyurl.com/pandektis03
217;ΑΠΟΦΑΣΗ ΔΙΟΙΚΗΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ ΤΗΣ ΕΠΙΤΡΟΠΗΣ ΚΕΦΑΛΑΙΑΓΟΡΑΣ Αριθμ. 6/877/1 5.4.2020;15/23.4.2020;2020;4;Παράταση της απαγόρευσης των ανοικτών πωλήσεων ή άλλων συναλλαγών πέραν των ανοιχτών πωλήσεων, οι οποίες δημιουργούν ή αυξάνουν την καθαρή αρνητική θέση σε μετοχές εισηγμένες στο Χρηματιστήριο Αθηνών, σύμφωνα με το άρθρο 24 του Κανονισμού (ΕΕ) 236/2012, για τις οποίες η αρμόδια αρχή είναι η Επιτροπή Κεφαλαιαγοράς, ανεξαρτήτως του τόπου εκτέλεσης της συναλλαγής;(Β΄ 1557);110;III;https://tinyurl.com/pandektis03
218;ΝΟΜΟΣ ΥΠ΄ ΑΡΙΘΜ. 4684;25/25.4.2020;2020;4;Κύρωση της από 30.3.2020 Π.Ν .Π. «Μέτρα αντιμετώπισης της πανδημίας του κορωνοϊού COVID -19 και άλλες κατεπείγουσες διατάξεις;(Α΄ 86);112;III;https://tinyurl.com/pandektis03
219;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. Δ1α/ΓΠ.οικ.26782;24/25.4.2020;2020;4;Επιβολή του μέτρου της προσωρινής απαγόρευσης λειτουργίας λαϊκής αγοράς της περ. 9 του άρθρου 2 του ν. 4497/2017 (Α΄ 171), για το χρονικό διάστημα από 24.4.2020 έως και 3.5.2020, για προληπ τικούς λόγους δημόσιας υγείας προς περιορισμό της διασποράς του κορωνοϊού COVID -19;(Β΄ 1584);122;III;https://tinyurl.com/pandektis03
220;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΥΓΕΙΑΣ - ΜΕΤΑΝΑΣΤΕΥΣΗΣ ΚΑΙ ΑΣΥΛΟΥ Αριθμ. Δ1Α/ΓΠ.οικ. 26792;24/25.4.2020;2020;4;Λήψη μέτρων κατά της εμφάνισης και διασποράς κρουσμάτων του κορωνοϊού COVID -19 σε επιμέρους δομές φιλοξενίας πολιτών τρίτων χωρών για το χρονικό διάστημα από 24.4.2020 έως και 7.5.2020;(Β΄ 1584);124;III;https://tinyurl.com/pandektis03
221;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. Δ1α/ΓΠ.οικ.26805;25/25.4.2020;2020;4;Καθεστώς λειτουργίας για το χρονικό διάστημα από 28.4.2020 έως και 15.5.2020 των έμμισθων, άμισθων υποθηκοφυλακείων, των κτηματολογικών γραφείων Ρόδου, Κω - Λέρου, των κτηματολογικών γραφείων Πειραιά, Θεσσαλονίκης, καθώς και των κτηματολογικών γραφείων και υποκαταστημάτων του Φορέα «Ελληνικό Κτηματολόγιο;(Β΄ 1587);128;III;https://tinyurl.com/pandektis03
222;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ EΘΝΙΚΗΣ ΑΜΥΝΑΣ - ΥΓΕΙΑΣ - ΔΙΚΑΙΟΣΥΝΗΣ Αριθμ. Δ1α/ΓΠ.οικ.26804;25/25.4.2020;2020;4;Επιβολή του μέτρου της προσωρινής αναστολή ς λειτουργίας των Δικαστηρίων και Εισαγγελιών στο σύνολο της Επικράτειας και της Εθνικής Σχολής Δικαστικών Λειτουργών, για το χρονικό διάστημα από 28.4.2020 έως και 15.5.2020;(Β΄ 1588);130;III;https://tinyurl.com/pandektis03
223;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ - ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ Αριθμ. Δ1α/ΓΠ.οικ.26803;25/25.4.2020;2020;4;Παράταση ισχύος του μέτρου της απαγόρευσης του απόπλου και κατάπλου ιδιωτικών πλοίων αναψυχής και επαγγελματικών τουριστικών πλοίων στην ελληνική Επικράτεια, προς περιορισμό της διάδοσης του κορωνοϊού COVID -19;(Β΄ 1589);136;III;https://tinyurl.com/pandektis03
224;ΑΠΟΦΑΣ H ΥΦΥΠΟΥΡΓΟ Y ANAΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ Αριθμ. 41787;27/27.4.2020;2020;4;Προκήρυξη της δράσης “Αποζημίωση ειδικού σκοπού για την ενίσχυση επιχειρήσεων λόγω της εμφάνισης και διάδοσης του κορωνοϊού COVID -19 ”;(Β΄ 1612);138;III;https://tinyurl.com/pandektis03
