area,areaid,dailydose1,dailydose2,daydiff,daytotal,referencedate,totaldistinctpersons,totaldose1,totaldose2,totalvaccinations
ΠΡΕΒΕΖΑΣ,404,133,57,25,190,2021-02-16T00:00:00,1338,1338,772,2110
ΡΕΘΥΜΝΟΥ,1303,110,110,-10,220,2021-02-16T00:00:00,2607,2607,1314,3921
ΡΟΔΟΠΗΣ,106,94,101,51,195,2021-02-16T00:00:00,2249,2249,955,3204
ΡΟΔΟΥ,1211,26,119,-82,145,2021-02-16T00:00:00,2612,2612,1151,3763
ΣΑΜΟΥ,1104,40,36,8,76,2021-02-16T00:00:00,956,956,508,1464
ΣΕΡΡΩΝ,206,303,141,71,444,2021-02-16T00:00:00,3815,3815,1582,5397
ΣΠΟΡΑΔΩΝ,504,0,0,-6,0,2021-02-16T00:00:00,245,245,7,252
ΣΥΡΟΥ,1212,0,0,-54,0,2021-02-16T00:00:00,875,875,440,1315
ΤΗΝΟΥ,1213,0,0,0,0,2021-02-16T00:00:00,280,280,1,281
ΤΡΙΚΑΛΩΝ,505,285,128,27,413,2021-02-16T00:00:00,4876,4876,2044,6920
ΦΘΙΩΤΙΔΑΣ,804,139,160,-42,299,2021-02-16T00:00:00,3699,3699,1945,5644
ΦΛΩΡΙΝΑΣ,304,40,41,-52,81,2021-02-16T00:00:00,1753,1753,793,2546
ΦΩΚΙΔΑΣ,805,63,51,27,114,2021-02-16T00:00:00,1075,1075,490,1565
ΧΑΛΚΙΔΙΚΗΣ,207,139,86,44,225,2021-02-16T00:00:00,2607,2607,955,3562
ΧΑΝΙΩΝ,1304,185,193,-62,378,2021-02-16T00:00:00,7073,7073,2964,10037
ΧΙΟΥ,1105,87,44,5,131,2021-02-16T00:00:00,1924,1924,618,2542
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,250,153,-16,403,2021-02-17T00:00:00,4682,4682,1750,6432
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,442,415,551,857,2021-02-17T00:00:00,10276,10276,3005,13281
ΑΝΔΡΟΥ,1201,0,0,0,0,2021-02-17T00:00:00,263,263,1,264
ΑΡΓΟΛΙΔΑΣ,1001,126,152,3,278,2021-02-17T00:00:00,3268,3268,1559,4827
ΑΡΚΑΔΙΑΣ,1002,120,133,0,253,2021-02-17T00:00:00,3134,3134,1565,4699
ΑΡΤΑΣ,401,90,99,-6,189,2021-02-17T00:00:00,3218,3218,1598,4816
ΑΧΑΪΑΣ,702,199,340,57,539,2021-02-17T00:00:00,10289,10289,5251,15540
ΒΟΙΩΤΙΑΣ,801,255,164,154,419,2021-02-17T00:00:00,3191,3191,1369,4560
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,2762,1047,1761,3809,2021-02-17T00:00:00,51071,51071,27271,78342
ΓΡΕΒΕΝΩΝ,301,43,43,-18,86,2021-02-17T00:00:00,1273,1273,595,1868
ΔΡΑΜΑΣ,101,62,147,-14,209,2021-02-17T00:00:00,3330,3330,1586,4916
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,75,171,174,246,2021-02-17T00:00:00,3165,3165,1658,4823
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,342,552,548,894,2021-02-17T00:00:00,17890,17890,6778,24668
ΕΒΡΟΥ,102,179,241,15,420,2021-02-17T00:00:00,5723,5723,3238,8961
ΕΥΒΟΙΑΣ,802,170,253,33,423,2021-02-17T00:00:00,6139,6139,2941,9080
ΕΥΡΥΤΑΝΙΑΣ,803,18,33,4,51,2021-02-17T00:00:00,712,712,402,1114
ΖΑΚΥΝΘΟΥ,601,14,65,25,79,2021-02-17T00:00:00,1331,1331,797,2128
ΗΛΕΙΑΣ,703,91,207,53,298,2021-02-17T00:00:00,3966,3966,2014,5980
ΗΜΑΘΙΑΣ,201,207,136,-21,343,2021-02-17T00:00:00,4729,4729,1937,6666
ΗΡΑΚΛΕΙΟΥ,1301,295,336,35,631,2021-02-17T00:00:00,10072,10072,6167,16239
ΘΑΣΟΥ,103,0,0,0,0,2021-02-17T00:00:00,415,415,16,431
ΘΕΣΠΡΩΤΙΑΣ,402,43,98,-13,141,2021-02-17T00:00:00,2287,2287,1143,3430
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2072,1296,393,3368,2021-02-17T00:00:00,46613,46613,21913,68526
ΘΗΡΑΣ,1202,0,0,-2,0,2021-02-17T00:00:00,370,370,151,521
ΙΘΑΚΗΣ,602,0,0,0,0,2021-02-17T00:00:00,77,77,0,77
ΙΚΑΡΙΑΣ,1101,0,0,-7,0,2021-02-17T00:00:00,690,690,179,869
ΙΩΑΝΝΙΝΩΝ,403,284,207,12,491,2021-02-17T00:00:00,8351,8351,4861,13212
ΚΑΒΑΛΑΣ,104,101,205,8,306,2021-02-17T00:00:00,4492,4492,2116,6608
ΚΑΛΥΜΝΟΥ,1203,0,0,-11,0,2021-02-17T00:00:00,707,707,379,1086
ΚΑΡΔΙΤΣΑΣ,501,288,130,72,418,2021-02-17T00:00:00,4667,4667,1957,6624
ΚΑΡΠΑΘΟΥ,1204,0,0,-18,0,2021-02-17T00:00:00,261,261,120,381
ΚΑΣΤΟΡΙΑΣ,302,48,93,-24,141,2021-02-17T00:00:00,2138,2138,993,3131
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,-8,0,2021-02-17T00:00:00,39,39,0,39
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1811,1474,1785,3285,2021-02-17T00:00:00,65069,65069,29829,94898
ΚΕΡΚΥΡΑΣ,603,65,130,-37,195,2021-02-17T00:00:00,3398,3398,1840,5238
ΚΕΦΑΛΛΗΝΙΑΣ,604,37,54,91,91,2021-02-17T00:00:00,1684,1684,932,2616
ΚΙΛΚΙΣ,203,49,137,24,186,2021-02-17T00:00:00,3126,3126,1466,4592
ΚΟΖΑΝΗΣ,303,211,120,-4,331,2021-02-17T00:00:00,4996,4996,1812,6808
ΚΟΡΙΝΘΙΑΣ,1003,209,114,-17,323,2021-02-17T00:00:00,3554,3554,1139,4693
ΚΩ,1206,40,41,5,81,2021-02-17T00:00:00,1050,1050,504,1554
ΛΑΚΩΝΙΑΣ,1004,147,127,-9,274,2021-02-17T00:00:00,3245,3245,1623,4868
ΛΑΡΙΣΑΣ,502,489,203,-77,692,2021-02-17T00:00:00,8964,8964,3863,12827
ΛΑΣΙΘΙΟΥ,1302,52,249,39,301,2021-02-17T00:00:00,4112,4112,2321,6433
ΛΕΣΒΟΥ,1102,42,135,33,177,2021-02-17T00:00:00,2690,2690,1452,4142
ΛΕΥΚΑΔΑΣ,605,42,50,-9,92,2021-02-17T00:00:00,1545,1545,564,2109
ΛΗΜΝΟΥ,1103,0,0,-42,0,2021-02-17T00:00:00,783,783,415,1198
ΜΑΓΝΗΣΙΑΣ,503,176,270,52,446,2021-02-17T00:00:00,4942,4942,1895,6837
ΜΕΣΣΗΝΙΑΣ,1005,203,252,11,455,2021-02-17T00:00:00,5395,5395,2433,7828
ΜΗΛΟΥ,1207,0,0,0,0,2021-02-17T00:00:00,230,230,2,232
ΜΥΚΟΝΟΥ,1208,0,0,0,0,2021-02-17T00:00:00,144,144,0,144
ΝΑΞΟΥ,1209,0,0,-23,0,2021-02-17T00:00:00,445,445,213,658
ΝΗΣΩΝ,906,24,19,17,43,2021-02-17T00:00:00,1721,1721,169,1890
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,422,178,182,600,2021-02-17T00:00:00,9112,9112,3147,12259
ΞΑΝΘΗΣ,105,58,96,13,154,2021-02-17T00:00:00,2478,2478,1393,3871
ΠΑΡΟΥ,1210,0,0,0,0,2021-02-17T00:00:00,290,290,4,294
ΠΕΙΡΑΙΩΣ,908,584,623,904,1207,2021-02-17T00:00:00,15758,15758,7006,22764
ΠΕΛΛΑΣ,204,187,200,62,387,2021-02-17T00:00:00,5709,5709,1973,7682
ΠΙΕΡΙΑΣ,205,109,119,-10,228,2021-02-17T00:00:00,4120,4120,1389,5509
ΠΡΕΒΕΖΑΣ,404,129,44,-17,173,2021-02-17T00:00:00,1467,1467,816,2283
ΡΕΘΥΜΝΟΥ,1303,92,122,-6,214,2021-02-17T00:00:00,2699,2699,1436,4135
ΡΟΔΟΠΗΣ,106,93,91,-11,184,2021-02-17T00:00:00,2342,2342,1046,3388
ΡΟΔΟΥ,1211,83,132,70,215,2021-02-17T00:00:00,2695,2695,1283,3978
ΣΑΜΟΥ,1104,38,1,-37,39,2021-02-17T00:00:00,994,994,509,1503
ΣΕΡΡΩΝ,206,279,153,-12,432,2021-02-17T00:00:00,4094,4094,1735,5829
ΣΠΟΡΑΔΩΝ,504,0,0,0,0,2021-02-17T00:00:00,245,245,7,252
ΣΥΡΟΥ,1212,0,0,0,0,2021-02-17T00:00:00,875,875,440,1315
ΤΗΝΟΥ,1213,0,0,0,0,2021-02-17T00:00:00,280,280,1,281
ΤΡΙΚΑΛΩΝ,505,280,119,-14,399,2021-02-17T00:00:00,5156,5156,2163,7319
ΦΘΙΩΤΙΔΑΣ,804,141,202,44,343,2021-02-17T00:00:00,3840,3840,2147,5987
ΦΛΩΡΙΝΑΣ,304,46,131,96,177,2021-02-17T00:00:00,1799,1799,924,2723
ΦΩΚΙΔΑΣ,805,44,55,-15,99,2021-02-17T00:00:00,1119,1119,545,1664
ΧΑΛΚΙΔΙΚΗΣ,207,136,143,54,279,2021-02-17T00:00:00,2743,2743,1098,3841
ΧΑΝΙΩΝ,1304,154,228,4,382,2021-02-17T00:00:00,7227,7227,3192,10419
ΧΙΟΥ,1105,82,43,-6,125,2021-02-17T00:00:00,2006,2006,661,2667
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,292,119,8,411,2021-02-18T00:00:00,4974,4974,1869,6843
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,494,416,53,910,2021-02-18T00:00:00,10770,10770,3421,14191
ΑΝΔΡΟΥ,1201,9,39,48,48,2021-02-18T00:00:00,272,272,40,312
ΑΡΓΟΛΙΔΑΣ,1001,124,134,-20,258,2021-02-18T00:00:00,3392,3392,1693,5085
ΑΡΚΑΔΙΑΣ,1002,131,94,-28,225,2021-02-18T00:00:00,3265,3265,1659,4924
ΑΡΤΑΣ,401,97,83,-9,180,2021-02-18T00:00:00,3315,3315,1681,4996
ΑΧΑΪΑΣ,702,251,307,19,558,2021-02-18T00:00:00,10540,10540,5558,16098
ΒΟΙΩΤΙΑΣ,801,282,176,39,458,2021-02-18T00:00:00,3473,3473,1545,5018
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,3241,892,324,4133,2021-02-18T00:00:00,54312,54312,28163,82475
ΓΡΕΒΕΝΩΝ,301,25,47,-14,72,2021-02-18T00:00:00,1298,1298,642,1940
ΔΡΑΜΑΣ,101,79,149,19,228,2021-02-18T00:00:00,3409,3409,1735,5144
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,144,151,49,295,2021-02-18T00:00:00,3309,3309,1809,5118
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,353,701,160,1054,2021-02-18T00:00:00,18243,18243,7479,25722
ΕΒΡΟΥ,102,205,223,8,428,2021-02-18T00:00:00,5928,5928,3461,9389
ΕΥΒΟΙΑΣ,802,201,419,197,620,2021-02-18T00:00:00,6340,6340,3360,9700
ΕΥΡΥΤΑΝΙΑΣ,803,23,37,9,60,2021-02-18T00:00:00,735,735,439,1174
ΖΑΚΥΝΘΟΥ,601,23,55,-1,78,2021-02-18T00:00:00,1354,1354,852,2206
ΗΛΕΙΑΣ,703,121,130,-47,251,2021-02-18T00:00:00,4087,4087,2144,6231
ΗΜΑΘΙΑΣ,201,199,156,12,355,2021-02-18T00:00:00,4928,4928,2093,7021
ΗΡΑΚΛΕΙΟΥ,1301,335,336,40,671,2021-02-18T00:00:00,10407,10407,6503,16910
ΘΑΣΟΥ,103,2,40,42,42,2021-02-18T00:00:00,417,417,56,473
ΘΕΣΠΡΩΤΙΑΣ,402,58,54,-29,112,2021-02-18T00:00:00,2345,2345,1197,3542
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2435,1047,114,3482,2021-02-18T00:00:00,49048,49048,22960,72008
ΘΗΡΑΣ,1202,1,35,36,36,2021-02-18T00:00:00,371,371,186,557
ΙΘΑΚΗΣ,602,0,0,0,0,2021-02-18T00:00:00,77,77,0,77
ΙΚΑΡΙΑΣ,1101,10,35,45,45,2021-02-18T00:00:00,700,700,214,914
ΙΩΑΝΝΙΝΩΝ,403,277,160,-54,437,2021-02-18T00:00:00,8628,8628,5021,13649
ΚΑΒΑΛΑΣ,104,115,200,9,315,2021-02-18T00:00:00,4607,4607,2316,6923
ΚΑΛΥΜΝΟΥ,1203,5,103,108,108,2021-02-18T00:00:00,712,712,482,1194
ΚΑΡΔΙΤΣΑΣ,501,313,122,17,435,2021-02-18T00:00:00,4980,4980,2079,7059
ΚΑΡΠΑΘΟΥ,1204,0,0,0,0,2021-02-18T00:00:00,261,261,120,381
ΚΑΣΤΟΡΙΑΣ,302,62,86,7,148,2021-02-18T00:00:00,2200,2200,1079,3279
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,5,0,5,5,2021-02-18T00:00:00,44,44,0,44
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1974,1653,342,3627,2021-02-18T00:00:00,67043,67043,31482,98525
ΚΕΡΚΥΡΑΣ,603,79,87,-29,166,2021-02-18T00:00:00,3477,3477,1927,5404
ΚΕΦΑΛΛΗΝΙΑΣ,604,101,185,195,286,2021-02-18T00:00:00,1785,1785,1117,2902
ΚΙΛΚΙΣ,203,99,126,39,225,2021-02-18T00:00:00,3225,3225,1592,4817
ΚΟΖΑΝΗΣ,303,247,147,63,394,2021-02-18T00:00:00,5243,5243,1959,7202
ΚΟΡΙΝΘΙΑΣ,1003,199,126,2,325,2021-02-18T00:00:00,3753,3753,1265,5018
ΚΩ,1206,47,77,43,124,2021-02-18T00:00:00,1097,1097,581,1678
ΛΑΚΩΝΙΑΣ,1004,212,65,3,277,2021-02-18T00:00:00,3457,3457,1688,5145
ΛΑΡΙΣΑΣ,502,429,181,-82,610,2021-02-18T00:00:00,9393,9393,4044,13437
ΛΑΣΙΘΙΟΥ,1302,86,235,20,321,2021-02-18T00:00:00,4198,4198,2556,6754
ΛΕΣΒΟΥ,1102,64,113,0,177,2021-02-18T00:00:00,2754,2754,1565,4319
ΛΕΥΚΑΔΑΣ,605,49,51,8,100,2021-02-18T00:00:00,1594,1594,615,2209
ΛΗΜΝΟΥ,1103,0,30,30,30,2021-02-18T00:00:00,783,783,445,1228
ΜΑΓΝΗΣΙΑΣ,503,203,228,-15,431,2021-02-18T00:00:00,5145,5145,2123,7268
ΜΕΣΣΗΝΙΑΣ,1005,183,192,-80,375,2021-02-18T00:00:00,5578,5578,2625,8203
ΜΗΛΟΥ,1207,7,11,18,18,2021-02-18T00:00:00,237,237,13,250
ΜΥΚΟΝΟΥ,1208,10,33,43,43,2021-02-18T00:00:00,154,154,33,187
ΝΑΞΟΥ,1209,8,47,55,55,2021-02-18T00:00:00,453,453,260,713
ΝΗΣΩΝ,906,54,192,203,246,2021-02-18T00:00:00,1775,1775,361,2136
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,485,380,265,865,2021-02-18T00:00:00,9597,9597,3527,13124
ΞΑΝΘΗΣ,105,72,112,30,184,2021-02-18T00:00:00,2550,2550,1505,4055
ΠΑΡΟΥ,1210,5,37,42,42,2021-02-18T00:00:00,295,295,41,336
ΠΕΙΡΑΙΩΣ,908,533,593,-81,1126,2021-02-18T00:00:00,16291,16291,7599,23890
ΠΕΛΛΑΣ,204,195,139,-53,334,2021-02-18T00:00:00,5904,5904,2112,8016
ΠΙΕΡΙΑΣ,205,102,161,35,263,2021-02-18T00:00:00,4222,4222,1550,5772
ΠΡΕΒΕΖΑΣ,404,148,18,-7,166,2021-02-18T00:00:00,1615,1615,834,2449
ΡΕΘΥΜΝΟΥ,1303,103,145,34,248,2021-02-18T00:00:00,2802,2802,1581,4383
ΡΟΔΟΠΗΣ,106,102,92,10,194,2021-02-18T00:00:00,2444,2444,1138,3582
ΡΟΔΟΥ,1211,73,110,-32,183,2021-02-18T00:00:00,2768,2768,1393,4161
ΣΑΜΟΥ,1104,50,70,81,120,2021-02-18T00:00:00,1044,1044,579,1623
ΣΕΡΡΩΝ,206,270,154,-8,424,2021-02-18T00:00:00,4364,4364,1889,6253
ΣΠΟΡΑΔΩΝ,504,0,0,0,0,2021-02-18T00:00:00,245,245,7,252
ΣΥΡΟΥ,1212,19,101,120,120,2021-02-18T00:00:00,894,894,541,1435
ΤΗΝΟΥ,1213,6,36,42,42,2021-02-18T00:00:00,286,286,37,323
ΤΡΙΚΑΛΩΝ,505,318,117,36,435,2021-02-18T00:00:00,5474,5474,2280,7754
ΦΘΙΩΤΙΔΑΣ,804,189,124,-30,313,2021-02-18T00:00:00,4029,4029,2271,6300
ΦΛΩΡΙΝΑΣ,304,60,87,-30,147,2021-02-18T00:00:00,1859,1859,1011,2870
ΦΩΚΙΔΑΣ,805,58,43,2,101,2021-02-18T00:00:00,1177,1177,588,1765
ΧΑΛΚΙΔΙΚΗΣ,207,160,102,-17,262,2021-02-18T00:00:00,2903,2903,1200,4103
ΧΑΝΙΩΝ,1304,171,219,8,390,2021-02-18T00:00:00,7398,7398,3411,10809
ΧΙΟΥ,1105,72,51,-2,123,2021-02-18T00:00:00,2078,2078,712,2790
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,292,89,-30,381,2021-02-19T00:00:00,5266,5266,1958,7224
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,350,460,-100,810,2021-02-19T00:00:00,11120,11120,3881,15001
ΑΝΔΡΟΥ,1201,7,35,-6,42,2021-02-19T00:00:00,279,279,75,354
ΑΡΓΟΛΙΔΑΣ,1001,146,56,-56,202,2021-02-19T00:00:00,3538,3538,1749,5287
ΑΡΚΑΔΙΑΣ,1002,142,68,-15,210,2021-02-19T00:00:00,3407,3407,1727,5134
ΑΡΤΑΣ,401,119,72,11,191,2021-02-19T00:00:00,3434,3434,1753,5187
ΑΧΑΪΑΣ,702,264,293,-1,557,2021-02-19T00:00:00,10804,10804,5851,16655
ΒΟΙΩΤΙΑΣ,801,267,108,-83,375,2021-02-19T00:00:00,3740,3740,1653,5393
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,4288,1461,1616,5749,2021-02-19T00:00:00,58600,58600,29624,88224
ΓΡΕΒΕΝΩΝ,301,87,20,35,107,2021-02-19T00:00:00,1385,1385,662,2047
ΔΡΑΜΑΣ,101,141,68,-19,209,2021-02-19T00:00:00,3550,3550,1803,5353
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,102,146,-47,248,2021-02-19T00:00:00,3411,3411,1955,5366
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,391,552,-111,943,2021-02-19T00:00:00,18634,18634,8031,26665
ΕΒΡΟΥ,102,243,144,-41,387,2021-02-19T00:00:00,6171,6171,3605,9776
ΕΥΒΟΙΑΣ,802,274,280,-66,554,2021-02-19T00:00:00,6614,6614,3640,10254
ΕΥΡΥΤΑΝΙΑΣ,803,25,4,-31,29,2021-02-19T00:00:00,760,760,443,1203
ΖΑΚΥΝΘΟΥ,601,9,67,-2,76,2021-02-19T00:00:00,1363,1363,919,2282
ΗΛΕΙΑΣ,703,127,108,-16,235,2021-02-19T00:00:00,4214,4214,2252,6466
ΗΜΑΘΙΑΣ,201,241,125,11,366,2021-02-19T00:00:00,5169,5169,2218,7387
ΗΡΑΚΛΕΙΟΥ,1301,397,236,-38,633,2021-02-19T00:00:00,10804,10804,6739,17543
ΘΑΣΟΥ,103,3,45,6,48,2021-02-19T00:00:00,420,420,101,521
ΘΕΣΠΡΩΤΙΑΣ,402,51,25,-36,76,2021-02-19T00:00:00,2396,2396,1222,3618
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2309,951,-222,3260,2021-02-19T00:00:00,51357,51357,23911,75268
ΘΗΡΑΣ,1202,8,34,6,42,2021-02-19T00:00:00,379,379,220,599
ΙΘΑΚΗΣ,602,24,0,24,24,2021-02-19T00:00:00,101,101,0,101
ΙΚΑΡΙΑΣ,1101,26,12,-7,38,2021-02-19T00:00:00,726,726,226,952
ΙΩΑΝΝΙΝΩΝ,403,235,201,-1,436,2021-02-19T00:00:00,8863,8863,5222,14085
ΚΑΒΑΛΑΣ,104,153,110,-52,263,2021-02-19T00:00:00,4760,4760,2426,7186
ΚΑΛΥΜΝΟΥ,1203,6,34,-68,40,2021-02-19T00:00:00,718,718,516,1234
ΚΑΡΔΙΤΣΑΣ,501,309,104,-22,413,2021-02-19T00:00:00,5289,5289,2183,7472
ΚΑΡΠΑΘΟΥ,1204,7,47,54,54,2021-02-19T00:00:00,268,268,167,435
ΚΑΣΤΟΡΙΑΣ,302,89,69,10,158,2021-02-19T00:00:00,2289,2289,1148,3437
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,-5,0,2021-02-19T00:00:00,44,44,0,44
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1994,1444,-189,3438,2021-02-19T00:00:00,69037,69037,32926,101963
ΚΕΡΚΥΡΑΣ,603,83,87,4,170,2021-02-19T00:00:00,3560,3560,2014,5574
ΚΕΦΑΛΛΗΝΙΑΣ,604,57,123,-106,180,2021-02-19T00:00:00,1842,1842,1240,3082
ΚΙΛΚΙΣ,203,91,35,-99,126,2021-02-19T00:00:00,3316,3316,1627,4943
ΚΟΖΑΝΗΣ,303,190,144,-60,334,2021-02-19T00:00:00,5433,5433,2103,7536
ΚΟΡΙΝΘΙΑΣ,1003,220,112,7,332,2021-02-19T00:00:00,3973,3973,1377,5350
ΚΩ,1206,44,37,-43,81,2021-02-19T00:00:00,1141,1141,618,1759
ΛΑΚΩΝΙΑΣ,1004,250,23,-4,273,2021-02-19T00:00:00,3707,3707,1711,5418
ΛΑΡΙΣΑΣ,502,565,143,98,708,2021-02-19T00:00:00,9958,9958,4187,14145
ΛΑΣΙΘΙΟΥ,1302,104,149,-68,253,2021-02-19T00:00:00,4302,4302,2705,7007
ΛΕΣΒΟΥ,1102,44,128,-5,172,2021-02-19T00:00:00,2798,2798,1693,4491
ΛΕΥΚΑΔΑΣ,605,58,53,11,111,2021-02-19T00:00:00,1652,1652,668,2320
ΛΗΜΝΟΥ,1103,2,41,13,43,2021-02-19T00:00:00,785,785,486,1271
ΜΑΓΝΗΣΙΑΣ,503,221,186,-24,407,2021-02-19T00:00:00,5366,5366,2309,7675
ΜΕΣΣΗΝΙΑΣ,1005,289,123,37,412,2021-02-19T00:00:00,5867,5867,2748,8615
ΜΗΛΟΥ,1207,53,6,41,59,2021-02-19T00:00:00,290,290,19,309
ΜΥΚΟΝΟΥ,1208,3,21,-19,24,2021-02-19T00:00:00,157,157,54,211
ΝΑΞΟΥ,1209,2,14,-39,16,2021-02-19T00:00:00,455,455,274,729
ΝΗΣΩΝ,906,32,156,-58,188,2021-02-19T00:00:00,1807,1807,517,2324
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,485,315,-65,800,2021-02-19T00:00:00,10082,10082,3842,13924
ΞΑΝΘΗΣ,105,102,57,-25,159,2021-02-19T00:00:00,2652,2652,1562,4214
ΠΑΡΟΥ,1210,7,29,-6,36,2021-02-19T00:00:00,302,302,70,372
ΠΕΙΡΑΙΩΣ,908,568,373,-185,941,2021-02-19T00:00:00,16859,16859,7972,24831
ΠΕΛΛΑΣ,204,195,164,25,359,2021-02-19T00:00:00,6099,6099,2276,8375
ΠΙΕΡΙΑΣ,205,92,139,-32,231,2021-02-19T00:00:00,4314,4314,1689,6003
ΠΡΕΒΕΖΑΣ,404,173,7,14,180,2021-02-19T00:00:00,1788,1788,841,2629
ΡΕΘΥΜΝΟΥ,1303,113,106,-29,219,2021-02-19T00:00:00,2915,2915,1687,4602
ΡΟΔΟΠΗΣ,106,136,53,-5,189,2021-02-19T00:00:00,2580,2580,1191,3771
ΡΟΔΟΥ,1211,103,237,157,340,2021-02-19T00:00:00,2871,2871,1630,4501
ΣΑΜΟΥ,1104,46,35,-39,81,2021-02-19T00:00:00,1090,1090,614,1704
ΣΕΡΡΩΝ,206,361,54,-9,415,2021-02-19T00:00:00,4725,4725,1943,6668
ΣΠΟΡΑΔΩΝ,504,6,54,60,60,2021-02-19T00:00:00,251,251,61,312
ΣΥΡΟΥ,1212,2,40,-78,42,2021-02-19T00:00:00,896,896,581,1477
ΤΗΝΟΥ,1213,7,41,6,48,2021-02-19T00:00:00,293,293,78,371
ΤΡΙΚΑΛΩΝ,505,332,105,2,437,2021-02-19T00:00:00,5806,5806,2385,8191
ΦΘΙΩΤΙΔΑΣ,804,218,81,-14,299,2021-02-19T00:00:00,4247,4247,2352,6599
ΦΛΩΡΙΝΑΣ,304,91,46,-10,137,2021-02-19T00:00:00,1950,1950,1057,3007
ΦΩΚΙΔΑΣ,805,118,6,23,124,2021-02-19T00:00:00,1295,1295,594,1889
ΧΑΛΚΙΔΙΚΗΣ,207,162,102,2,264,2021-02-19T00:00:00,3065,3065,1302,4367
ΧΑΝΙΩΝ,1304,157,209,-24,366,2021-02-19T00:00:00,7555,7555,3620,11175
ΧΙΟΥ,1105,41,59,-23,100,2021-02-19T00:00:00,2119,2119,771,2890
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,282,99,0,381,2021-02-20T00:00:00,5548,5548,2057,7605
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,297,455,-58,752,2021-02-20T00:00:00,11417,11417,4336,15753
ΑΝΔΡΟΥ,1201,10,37,5,47,2021-02-20T00:00:00,289,289,112,401
ΑΡΓΟΛΙΔΑΣ,1001,151,59,8,210,2021-02-20T00:00:00,3689,3689,1808,5497
ΑΡΚΑΔΙΑΣ,1002,148,74,12,222,2021-02-20T00:00:00,3555,3555,1801,5356
ΑΡΤΑΣ,401,117,69,-5,186,2021-02-20T00:00:00,3551,3551,1822,5373
ΑΧΑΪΑΣ,702,231,428,102,659,2021-02-20T00:00:00,11035,11035,6279,17314
ΒΟΙΩΤΙΑΣ,801,270,103,-2,373,2021-02-20T00:00:00,4010,4010,1756,5766
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,2890,963,-1896,3853,2021-02-20T00:00:00,61490,61490,30587,92077
ΓΡΕΒΕΝΩΝ,301,97,9,-1,106,2021-02-20T00:00:00,1482,1482,671,2153
ΔΡΑΜΑΣ,101,149,49,-11,198,2021-02-20T00:00:00,3699,3699,1852,5551
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,95,212,59,307,2021-02-20T00:00:00,3506,3506,2167,5673
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,374,559,-10,933,2021-02-20T00:00:00,19008,19008,8590,27598
ΕΒΡΟΥ,102,297,103,13,400,2021-02-20T00:00:00,6468,6468,3708,10176
ΕΥΒΟΙΑΣ,802,244,305,-5,549,2021-02-20T00:00:00,6858,6858,3945,10803
ΕΥΡΥΤΑΝΙΑΣ,803,29,5,5,34,2021-02-20T00:00:00,789,789,448,1237
ΖΑΚΥΝΘΟΥ,601,7,64,-5,71,2021-02-20T00:00:00,1370,1370,983,2353
